1.409294543773981889e+00,-1.179617521915378830e+00,-1.174876120281370451e+00,-5.915986447716711227e-01,-5.844841983401820595e-01,0.000000000000000000e+00,-1.174876120281370451e+00
-7.046472718869908336e-01,1.594077732318078811e-01,6.707474577606369337e-01,-1.762975493556905859e-01,5.909647656064223042e-01,-4.304009877258813122e-01,3.871011418403990101e-01
-7.046472718869908336e-01,9.245650847444859544e-01,5.553959841330109032e-02,8.967678287340562493e-01,-4.072000160811437008e-01,3.347563237867967612e-01,2.761533996845974559e-01
1.409294543773981889e+00,-1.179617521915378830e+00,-1.174876120281370451e+00,-5.915986447716711227e-01,-5.844841983401820595e-01,0.000000000000000000e+00,-1.174876120281370451e+00
-7.046472718869908336e-01,9.245650847444859544e-01,5.553959841330109032e-02,8.967678287340562493e-01,-4.072000160811437008e-01,3.347563237867967612e-01,2.761533996845974559e-01
-7.046472718869908336e-01,1.498433068378994593e+00,5.553959841330109032e-02,1.470635812368564777e+00,-6.944177078363164002e-01,9.086243074213053994e-01,6.543484875782482613e-01
1.409294543773981889e+00,-1.179617521915378830e+00,-1.174876120281370451e+00,-5.915986447716711227e-01,-5.844841983401820595e-01,0.000000000000000000e+00,-1.174876120281370451e+00
-7.046472718869908336e-01,3.506971011099774271e-01,6.707474577606369337e-01,1.499177852247896015e-02,4.952255350213647933e-01,-2.391116598477117661e-01,5.131661711382825564e-01
-7.046472718869908336e-01,1.498433068378994593e+00,5.553959841330109032e-02,1.470635812368564777e+00,-6.944177078363164002e-01,9.086243074213053994e-01,6.543484875782482613e-01
1.409294543773981889e+00,-1.179617521915378830e+00,-1.174876120281370451e+00,-5.915986447716711227e-01,-5.844841983401820595e-01,0.000000000000000000e+00,-1.174876120281370451e+00
-7.046472718869908336e-01,-4.144602104027007017e-01,1.285955317107972729e+00,-1.058073599567267875e+00,1.493390316708930854e+00,-1.004268971360389839e+00,6.241139132940840550e-01
-7.046472718869908336e-01,9.245650847444859544e-01,5.553959841330109032e-02,8.967678287340562493e-01,-4.072000160811437008e-01,3.347563237867967612e-01,2.761533996845974559e-01
1.409294543773981889e+00,-1.179617521915378830e+00,-1.174876120281370451e+00,-5.915986447716711227e-01,-5.844841983401820595e-01,0.000000000000000000e+00,-1.174876120281370451e+00
-7.046472718869908336e-01,9.245650847444859544e-01,6.707474577606369337e-01,5.888597621569875429e-01,2.080078432661921495e-01,3.347563237867967612e-01,8.913612590319333062e-01
-7.046472718869908336e-01,9.245650847444859544e-01,1.285955317107972729e+00,2.809516955799188365e-01,8.232157026135279443e-01,3.347563237867967612e-01,1.506569118379269101e+00
